Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
25006LRa114_T2T14_PoreC_05521	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 91.0)	(10, 91.0)	(11, 91.0)	(12, 91.0)	(13, 90.0)	(14, 90.0)	(15, 89.0)	(16, 89.0)	(17, 88.0)	(18, 87.0)	(19, 86.0)	(20, 85.0)	(21, 83.0)	(22, 82.0)	(23, 80.0)	(24, 78.0)	(25, 75.0)	(26, 73.0)	(27, 70.0)	(28, 68.0)	(29, 65.0)	(30, 62.0)	(31, 59.0)	(32, 56.00000000000001)	(33, 53.0)	(34, 50.0)	(35, 48.0)	(36, 45.0)	(37, 42.0)	(38, 40.0)	(39, 37.0)	(40, 35.0)	(41, 32.0)	(42, 30.0)	(43, 28.000000000000004)	(44, 26.0)	(45, 24.0)	(46, 22.0)	(47, 20.0)	(48, 18.0)	(49, 16.0)	(50, 15.0)	(51, 13.0)	(52, 12.0)	(53, 11.0)	(54, 9.0)	(55, 8.0)	(56, 7.000000000000001)	(57, 6.0)	(58, 6.0)	(59, 5.0)	(60, 4.0)	(61, 4.0)	(62, 3.0)	(63, 3.0)	(64, 2.0)	(65, 2.0)	(66, 2.0)	(67, 2.0)	(68, 2.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa115_T2T14_PoreC_05522	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 91.0)	(15, 91.0)	(16, 90.0)	(17, 90.0)	(18, 90.0)	(19, 89.0)	(20, 89.0)	(21, 88.0)	(22, 88.0)	(23, 87.0)	(24, 86.0)	(25, 85.0)	(26, 84.0)	(27, 83.0)	(28, 82.0)	(29, 80.0)	(30, 78.0)	(31, 77.0)	(32, 75.0)	(33, 73.0)	(34, 71.0)	(35, 69.0)	(36, 66.0)	(37, 64.0)	(38, 62.0)	(39, 60.0)	(40, 56.99999999999999)	(41, 55.00000000000001)	(42, 53.0)	(43, 51.0)	(44, 48.0)	(45, 46.0)	(46, 44.0)	(47, 42.0)	(48, 40.0)	(49, 38.0)	(50, 36.0)	(51, 34.0)	(52, 32.0)	(53, 30.0)	(54, 28.999999999999996)	(55, 27.0)	(56, 25.0)	(57, 24.0)	(58, 22.0)	(59, 21.0)	(60, 19.0)	(61, 18.0)	(62, 17.0)	(63, 15.0)	(64, 14.000000000000002)	(65, 13.0)	(66, 12.0)	(67, 11.0)	(68, 10.0)	(69, 9.0)	(70, 8.0)	(71, 7.000000000000001)	(72, 7.000000000000001)	(73, 6.0)	(74, 6.0)	(75, 5.0)	(76, 4.0)	(77, 4.0)	(78, 4.0)	(79, 3.0)	(80, 3.0)	(81, 3.0)	(82, 2.0)	(83, 2.0)	(84, 2.0)	(85, 2.0)	(86, 2.0)	(87, 2.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa116_T2T01_PoreC_05523	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 90.0)	(15, 90.0)	(16, 89.0)	(17, 89.0)	(18, 88.0)	(19, 87.0)	(20, 87.0)	(21, 86.0)	(22, 85.0)	(23, 83.0)	(24, 82.0)	(25, 81.0)	(26, 79.0)	(27, 78.0)	(28, 76.0)	(29, 74.0)	(30, 72.0)	(31, 70.0)	(32, 67.0)	(33, 65.0)	(34, 62.0)	(35, 59.0)	(36, 56.00000000000001)	(37, 52.0)	(38, 49.0)	(39, 45.0)	(40, 42.0)	(41, 38.0)	(42, 34.0)	(43, 31.0)	(44, 27.0)	(45, 24.0)	(46, 21.0)	(47, 18.0)	(48, 16.0)	(49, 13.0)	(50, 11.0)	(51, 9.0)	(52, 8.0)	(53, 7.000000000000001)	(54, 5.0)	(55, 4.0)	(56, 4.0)	(57, 3.0)	(58, 3.0)	(59, 2.0)	(60, 2.0)	(61, 2.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)								
25006LRa117_T2T02_PoreC_05524	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 94.0)	(5, 93.0)	(6, 93.0)	(7, 93.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 91.0)	(12, 90.0)	(13, 89.0)	(14, 88.0)	(15, 87.0)	(16, 85.0)	(17, 84.0)	(18, 82.0)	(19, 79.0)	(20, 77.0)	(21, 74.0)	(22, 71.0)	(23, 68.0)	(24, 65.0)	(25, 62.0)	(26, 57.99999999999999)	(27, 55.00000000000001)	(28, 52.0)	(29, 48.0)	(30, 45.0)	(31, 42.0)	(32, 40.0)	(33, 37.0)	(34, 35.0)	(35, 32.0)	(36, 30.0)	(37, 28.000000000000004)	(38, 26.0)	(39, 24.0)	(40, 23.0)	(41, 21.0)	(42, 20.0)	(43, 18.0)	(44, 17.0)	(45, 16.0)	(46, 14.000000000000002)	(47, 13.0)	(48, 12.0)	(49, 11.0)	(50, 10.0)	(51, 9.0)	(52, 9.0)	(53, 8.0)	(54, 7.000000000000001)	(55, 7.000000000000001)	(56, 6.0)	(57, 5.0)	(58, 5.0)	(59, 4.0)	(60, 4.0)	(61, 3.0)	(62, 3.0)	(63, 3.0)	(64, 3.0)	(65, 2.0)	(66, 2.0)	(67, 2.0)	(68, 2.0)	(69, 2.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa118_T2T03_PoreC_05525	(0, 100.0)	(1, 93.0)	(2, 93.0)	(3, 92.0)	(4, 92.0)	(5, 92.0)	(6, 91.0)	(7, 91.0)	(8, 90.0)	(9, 90.0)	(10, 89.0)	(11, 88.0)	(12, 87.0)	(13, 85.0)	(14, 83.0)	(15, 81.0)	(16, 79.0)	(17, 76.0)	(18, 74.0)	(19, 71.0)	(20, 67.0)	(21, 64.0)	(22, 60.0)	(23, 56.00000000000001)	(24, 52.0)	(25, 48.0)	(26, 44.0)	(27, 39.0)	(28, 35.0)	(29, 31.0)	(30, 27.0)	(31, 23.0)	(32, 20.0)	(33, 17.0)	(34, 14.000000000000002)	(35, 11.0)	(36, 9.0)	(37, 8.0)	(38, 6.0)	(39, 5.0)	(40, 4.0)	(41, 3.0)	(42, 2.0)	(43, 2.0)	(44, 2.0)	(45, 1.0)	(46, 1.0)	(47, 1.0)	(48, 1.0)	(49, 1.0)	(50, 1.0)	(51, 1.0)	(52, 1.0)	(53, 1.0)	(54, 1.0)	(55, 1.0)	(56, 1.0)	(57, 1.0)	(58, 1.0)																																
25006LRa119_T2T05_PoreC_05526	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 94.0)	(5, 94.0)	(6, 93.0)	(7, 93.0)	(8, 93.0)	(9, 93.0)	(10, 93.0)	(11, 92.0)	(12, 92.0)	(13, 92.0)	(14, 92.0)	(15, 91.0)	(16, 91.0)	(17, 90.0)	(18, 90.0)	(19, 90.0)	(20, 89.0)	(21, 88.0)	(22, 88.0)	(23, 87.0)	(24, 86.0)	(25, 85.0)	(26, 84.0)	(27, 83.0)	(28, 82.0)	(29, 81.0)	(30, 80.0)	(31, 79.0)	(32, 77.0)	(33, 76.0)	(34, 75.0)	(35, 73.0)	(36, 72.0)	(37, 70.0)	(38, 69.0)	(39, 67.0)	(40, 66.0)	(41, 64.0)	(42, 62.0)	(43, 60.0)	(44, 57.99999999999999)	(45, 56.00000000000001)	(46, 54.0)	(47, 52.0)	(48, 49.0)	(49, 47.0)	(50, 44.0)	(51, 42.0)	(52, 39.0)	(53, 36.0)	(54, 34.0)	(55, 31.0)	(56, 28.999999999999996)	(57, 26.0)	(58, 24.0)	(59, 21.0)	(60, 19.0)	(61, 17.0)	(62, 15.0)	(63, 13.0)	(64, 11.0)	(65, 10.0)	(66, 9.0)	(67, 7.000000000000001)	(68, 6.0)	(69, 5.0)	(70, 5.0)	(71, 4.0)	(72, 3.0)	(73, 3.0)	(74, 2.0)	(75, 2.0)	(76, 2.0)	(77, 2.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa120_T2T06_PoreC_05527	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 90.0)	(7, 89.0)	(8, 87.0)	(9, 84.0)	(10, 80.0)	(11, 76.0)	(12, 72.0)	(13, 67.0)	(14, 61.0)	(15, 56.00000000000001)	(16, 51.0)	(17, 46.0)	(18, 41.0)	(19, 36.0)	(20, 32.0)	(21, 28.999999999999996)	(22, 25.0)	(23, 23.0)	(24, 20.0)	(25, 18.0)	(26, 16.0)	(27, 14.000000000000002)	(28, 12.0)	(29, 11.0)	(30, 10.0)	(31, 8.0)	(32, 7.000000000000001)	(33, 6.0)	(34, 6.0)	(35, 5.0)	(36, 4.0)	(37, 4.0)	(38, 3.0)	(39, 3.0)	(40, 2.0)	(41, 2.0)	(42, 2.0)	(43, 2.0)	(44, 1.0)	(45, 1.0)	(46, 1.0)	(47, 1.0)	(48, 1.0)	(49, 1.0)	(50, 1.0)	(51, 1.0)	(52, 1.0)	(53, 1.0)	(54, 1.0)	(55, 1.0)	(56, 1.0)	(57, 1.0)	(58, 1.0)																																
25006LRa121_T2T07_PoreC_05528	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 91.0)	(15, 90.0)	(16, 90.0)	(17, 90.0)	(18, 89.0)	(19, 89.0)	(20, 88.0)	(21, 88.0)	(22, 87.0)	(23, 86.0)	(24, 85.0)	(25, 84.0)	(26, 83.0)	(27, 82.0)	(28, 81.0)	(29, 79.0)	(30, 78.0)	(31, 76.0)	(32, 75.0)	(33, 73.0)	(34, 71.0)	(35, 69.0)	(36, 67.0)	(37, 65.0)	(38, 63.0)	(39, 61.0)	(40, 59.0)	(41, 56.00000000000001)	(42, 54.0)	(43, 52.0)	(44, 49.0)	(45, 47.0)	(46, 44.0)	(47, 42.0)	(48, 39.0)	(49, 36.0)	(50, 34.0)	(51, 31.0)	(52, 28.999999999999996)	(53, 26.0)	(54, 24.0)	(55, 22.0)	(56, 19.0)	(57, 17.0)	(58, 15.0)	(59, 14.000000000000002)	(60, 12.0)	(61, 10.0)	(62, 9.0)	(63, 8.0)	(64, 7.000000000000001)	(65, 6.0)	(66, 5.0)	(67, 4.0)	(68, 4.0)	(69, 3.0)	(70, 3.0)	(71, 2.0)	(72, 2.0)	(73, 2.0)	(74, 2.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa122_T2T08_PoreC_05529	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 91.0)	(10, 91.0)	(11, 91.0)	(12, 90.0)	(13, 90.0)	(14, 89.0)	(15, 89.0)	(16, 88.0)	(17, 87.0)	(18, 86.0)	(19, 84.0)	(20, 83.0)	(21, 80.0)	(22, 78.0)	(23, 75.0)	(24, 72.0)	(25, 69.0)	(26, 65.0)	(27, 61.0)	(28, 57.99999999999999)	(29, 54.0)	(30, 50.0)	(31, 46.0)	(32, 43.0)	(33, 39.0)	(34, 36.0)	(35, 32.0)	(36, 28.999999999999996)	(37, 26.0)	(38, 24.0)	(39, 21.0)	(40, 19.0)	(41, 16.0)	(42, 14.000000000000002)	(43, 13.0)	(44, 11.0)	(45, 9.0)	(46, 8.0)	(47, 7.000000000000001)	(48, 6.0)	(49, 5.0)	(50, 4.0)	(51, 4.0)	(52, 3.0)	(53, 3.0)	(54, 2.0)	(55, 2.0)	(56, 2.0)	(57, 1.0)	(58, 1.0)	(59, 1.0)	(60, 1.0)	(61, 1.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)												
25006LRa123_T2T09_PoreC_05530	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 93.0)	(5, 93.0)	(6, 93.0)	(7, 93.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 91.0)	(12, 90.0)	(13, 89.0)	(14, 88.0)	(15, 87.0)	(16, 86.0)	(17, 85.0)	(18, 83.0)	(19, 81.0)	(20, 79.0)	(21, 76.0)	(22, 74.0)	(23, 70.0)	(24, 67.0)	(25, 63.0)	(26, 60.0)	(27, 56.00000000000001)	(28, 52.0)	(29, 49.0)	(30, 45.0)	(31, 42.0)	(32, 39.0)	(33, 36.0)	(34, 33.0)	(35, 30.0)	(36, 28.000000000000004)	(37, 26.0)	(38, 23.0)	(39, 22.0)	(40, 20.0)	(41, 18.0)	(42, 17.0)	(43, 15.0)	(44, 14.000000000000002)	(45, 13.0)	(46, 12.0)	(47, 11.0)	(48, 10.0)	(49, 9.0)	(50, 8.0)	(51, 7.000000000000001)	(52, 6.0)	(53, 6.0)	(54, 5.0)	(55, 5.0)	(56, 4.0)	(57, 4.0)	(58, 3.0)	(59, 3.0)	(60, 3.0)	(61, 2.0)	(62, 2.0)	(63, 2.0)	(64, 2.0)	(65, 2.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa124_T2T10_PoreC_05531	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 90.0)	(15, 90.0)	(16, 90.0)	(17, 89.0)	(18, 89.0)	(19, 88.0)	(20, 87.0)	(21, 86.0)	(22, 85.0)	(23, 83.0)	(24, 82.0)	(25, 80.0)	(26, 78.0)	(27, 76.0)	(28, 73.0)	(29, 71.0)	(30, 69.0)	(31, 66.0)	(32, 63.0)	(33, 61.0)	(34, 57.99999999999999)	(35, 56.00000000000001)	(36, 53.0)	(37, 51.0)	(38, 49.0)	(39, 46.0)	(40, 44.0)	(41, 42.0)	(42, 40.0)	(43, 38.0)	(44, 36.0)	(45, 34.0)	(46, 33.0)	(47, 31.0)	(48, 30.0)	(49, 28.000000000000004)	(50, 27.0)	(51, 25.0)	(52, 24.0)	(53, 23.0)	(54, 22.0)	(55, 21.0)	(56, 19.0)	(57, 18.0)	(58, 17.0)	(59, 16.0)	(60, 16.0)	(61, 15.0)	(62, 14.000000000000002)	(63, 13.0)	(64, 12.0)	(65, 11.0)	(66, 11.0)	(67, 10.0)	(68, 9.0)	(69, 9.0)	(70, 8.0)	(71, 8.0)	(72, 7.000000000000001)	(73, 7.000000000000001)	(74, 6.0)	(75, 6.0)	(76, 5.0)	(77, 5.0)	(78, 4.0)	(79, 4.0)	(80, 4.0)	(81, 3.0)	(82, 3.0)	(83, 3.0)	(84, 3.0)	(85, 2.0)	(86, 2.0)	(87, 2.0)	(88, 2.0)	(89, 2.0)	(90, 2.0)
25006LRa145_T2T12_PoreC_06052	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 91.0)	(15, 90.0)	(16, 90.0)	(17, 89.0)	(18, 89.0)	(19, 88.0)	(20, 88.0)	(21, 87.0)	(22, 86.0)	(23, 85.0)	(24, 84.0)	(25, 83.0)	(26, 82.0)	(27, 81.0)	(28, 80.0)	(29, 79.0)	(30, 77.0)	(31, 76.0)	(32, 74.0)	(33, 73.0)	(34, 71.0)	(35, 69.0)	(36, 68.0)	(37, 66.0)	(38, 64.0)	(39, 62.0)	(40, 60.0)	(41, 57.99999999999999)	(42, 56.99999999999999)	(43, 54.0)	(44, 52.0)	(45, 50.0)	(46, 48.0)	(47, 46.0)	(48, 44.0)	(49, 42.0)	(50, 39.0)	(51, 37.0)	(52, 35.0)	(53, 32.0)	(54, 30.0)	(55, 28.000000000000004)	(56, 26.0)	(57, 24.0)	(58, 22.0)	(59, 20.0)	(60, 18.0)	(61, 16.0)	(62, 14.000000000000002)	(63, 13.0)	(64, 11.0)	(65, 10.0)	(66, 8.0)	(67, 7.000000000000001)	(68, 6.0)	(69, 6.0)	(70, 5.0)	(71, 4.0)	(72, 4.0)	(73, 3.0)	(74, 3.0)	(75, 2.0)	(76, 2.0)	(77, 2.0)	(78, 2.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa168_T2T17_PoreC_05787	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 94.0)	(5, 93.0)	(6, 93.0)	(7, 93.0)	(8, 93.0)	(9, 92.0)	(10, 92.0)	(11, 92.0)	(12, 91.0)	(13, 91.0)	(14, 90.0)	(15, 89.0)	(16, 89.0)	(17, 88.0)	(18, 87.0)	(19, 86.0)	(20, 85.0)	(21, 83.0)	(22, 82.0)	(23, 80.0)	(24, 79.0)	(25, 77.0)	(26, 75.0)	(27, 73.0)	(28, 71.0)	(29, 69.0)	(30, 67.0)	(31, 64.0)	(32, 62.0)	(33, 59.0)	(34, 56.99999999999999)	(35, 54.0)	(36, 52.0)	(37, 49.0)	(38, 46.0)	(39, 44.0)	(40, 41.0)	(41, 38.0)	(42, 36.0)	(43, 33.0)	(44, 30.0)	(45, 28.000000000000004)	(46, 25.0)	(47, 23.0)	(48, 21.0)	(49, 19.0)	(50, 17.0)	(51, 15.0)	(52, 13.0)	(53, 11.0)	(54, 10.0)	(55, 9.0)	(56, 7.000000000000001)	(57, 6.0)	(58, 5.0)	(59, 5.0)	(60, 4.0)	(61, 3.0)	(62, 3.0)	(63, 3.0)	(64, 2.0)	(65, 2.0)	(66, 2.0)	(67, 2.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa169_T2T17_PoreC_05788	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 93.0)	(5, 93.0)	(6, 93.0)	(7, 92.0)	(8, 91.0)	(9, 91.0)	(10, 90.0)	(11, 89.0)	(12, 88.0)	(13, 87.0)	(14, 85.0)	(15, 83.0)	(16, 82.0)	(17, 79.0)	(18, 77.0)	(19, 74.0)	(20, 72.0)	(21, 69.0)	(22, 66.0)	(23, 63.0)	(24, 59.0)	(25, 56.00000000000001)	(26, 52.0)	(27, 49.0)	(28, 45.0)	(29, 42.0)	(30, 38.0)	(31, 34.0)	(32, 31.0)	(33, 28.000000000000004)	(34, 25.0)	(35, 22.0)	(36, 19.0)	(37, 16.0)	(38, 14.000000000000002)	(39, 12.0)	(40, 10.0)	(41, 8.0)	(42, 7.000000000000001)	(43, 6.0)	(44, 5.0)	(45, 4.0)	(46, 3.0)	(47, 3.0)	(48, 2.0)	(49, 2.0)	(50, 2.0)	(51, 1.0)	(52, 1.0)	(53, 1.0)	(54, 1.0)	(55, 1.0)	(56, 1.0)	(57, 1.0)	(58, 1.0)	(59, 1.0)	(60, 1.0)	(61, 1.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)																						
25006LRa170_T2T18_PoreC_05789	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 93.0)	(5, 93.0)	(6, 92.0)	(7, 92.0)	(8, 91.0)	(9, 90.0)	(10, 89.0)	(11, 88.0)	(12, 87.0)	(13, 85.0)	(14, 83.0)	(15, 81.0)	(16, 79.0)	(17, 76.0)	(18, 73.0)	(19, 70.0)	(20, 67.0)	(21, 64.0)	(22, 61.0)	(23, 56.99999999999999)	(24, 54.0)	(25, 51.0)	(26, 47.0)	(27, 44.0)	(28, 40.0)	(29, 37.0)	(30, 33.0)	(31, 30.0)	(32, 27.0)	(33, 24.0)	(34, 21.0)	(35, 19.0)	(36, 16.0)	(37, 14.000000000000002)	(38, 12.0)	(39, 10.0)	(40, 8.0)	(41, 7.000000000000001)	(42, 6.0)	(43, 5.0)	(44, 4.0)	(45, 3.0)	(46, 3.0)	(47, 2.0)	(48, 2.0)	(49, 2.0)	(50, 1.0)	(51, 1.0)	(52, 1.0)	(53, 1.0)	(54, 1.0)	(55, 1.0)	(56, 1.0)	(57, 1.0)	(58, 1.0)	(59, 1.0)	(60, 1.0)	(61, 1.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)																									
25006LRa171_T2T18_PoreC_05790	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 91.0)	(7, 90.0)	(8, 88.0)	(9, 86.0)	(10, 84.0)	(11, 81.0)	(12, 78.0)	(13, 74.0)	(14, 70.0)	(15, 66.0)	(16, 62.0)	(17, 57.99999999999999)	(18, 53.0)	(19, 49.0)	(20, 44.0)	(21, 40.0)	(22, 36.0)	(23, 31.0)	(24, 27.0)	(25, 24.0)	(26, 20.0)	(27, 17.0)	(28, 14.000000000000002)	(29, 12.0)	(30, 10.0)	(31, 8.0)	(32, 6.0)	(33, 5.0)	(34, 4.0)	(35, 3.0)	(36, 3.0)	(37, 2.0)	(38, 2.0)	(39, 1.0)	(40, 1.0)	(41, 1.0)	(42, 1.0)	(43, 1.0)	(44, 1.0)	(45, 1.0)	(46, 1.0)	(47, 1.0)	(48, 1.0)	(49, 1.0)	(50, 1.0)																																								
25006LRa172_T2T19_PoreC_05791	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 93.0)	(5, 93.0)	(6, 93.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 91.0)	(12, 90.0)	(13, 90.0)	(14, 89.0)	(15, 88.0)	(16, 87.0)	(17, 86.0)	(18, 84.0)	(19, 83.0)	(20, 81.0)	(21, 79.0)	(22, 77.0)	(23, 75.0)	(24, 72.0)	(25, 69.0)	(26, 66.0)	(27, 63.0)	(28, 60.0)	(29, 56.00000000000001)	(30, 53.0)	(31, 49.0)	(32, 46.0)	(33, 42.0)	(34, 39.0)	(35, 35.0)	(36, 32.0)	(37, 28.999999999999996)	(38, 26.0)	(39, 23.0)	(40, 20.0)	(41, 18.0)	(42, 15.0)	(43, 13.0)	(44, 11.0)	(45, 10.0)	(46, 8.0)	(47, 7.000000000000001)	(48, 6.0)	(49, 5.0)	(50, 4.0)	(51, 4.0)	(52, 3.0)	(53, 3.0)	(54, 2.0)	(55, 2.0)	(56, 2.0)	(57, 1.0)	(58, 1.0)	(59, 1.0)	(60, 1.0)	(61, 1.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)									
25006LRa173_T2T19_PoreC_05792	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 93.0)	(5, 93.0)	(6, 93.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 90.0)	(12, 90.0)	(13, 89.0)	(14, 88.0)	(15, 87.0)	(16, 86.0)	(17, 84.0)	(18, 83.0)	(19, 81.0)	(20, 79.0)	(21, 77.0)	(22, 74.0)	(23, 71.0)	(24, 68.0)	(25, 65.0)	(26, 62.0)	(27, 59.0)	(28, 55.00000000000001)	(29, 51.0)	(30, 48.0)	(31, 44.0)	(32, 40.0)	(33, 37.0)	(34, 33.0)	(35, 30.0)	(36, 27.0)	(37, 24.0)	(38, 21.0)	(39, 18.0)	(40, 16.0)	(41, 14.000000000000002)	(42, 12.0)	(43, 10.0)	(44, 9.0)	(45, 7.000000000000001)	(46, 6.0)	(47, 5.0)	(48, 4.0)	(49, 4.0)	(50, 3.0)	(51, 3.0)	(52, 2.0)	(53, 2.0)	(54, 2.0)	(55, 1.0)	(56, 1.0)	(57, 1.0)	(58, 1.0)	(59, 1.0)	(60, 1.0)	(61, 1.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)											
