sample,repeat_class,repeat_family,count,total_length,mean_length,mean_div
T2T16,DNA,PiggyBac,4871,1073401,220.365633340177,12.9755696982139
T2T16,DNA,TcMar,315,59978,190.406349206349,26.8152380952381
T2T16,DNA,TcMar-Mariner,32964,5785764,175.517655624317,15.1209137240626
T2T16,DNA,TcMar-Pogo,65,7768,119.507692307692,25.0630769230769
T2T16,DNA,TcMar-Tc1,1550,264428,170.598709677419,21.8914193548387
T2T16,DNA,TcMar-Tc2,15936,3296965,206.887863955823,24.1783571787149
T2T16,DNA,TcMar-Tigger,248421,74952815,301.716903965446,20.1934345325073
T2T16,DNA,Unknown,15485,2204886,142.388505004843,25.7325476267355
T2T16,DNA,hAT,5465,1000624,183.096797804209,26.0787740164684
T2T16,DNA,hAT-Ac,7527,1257215,167.027368141358,25.4411186395642
T2T16,DNA,hAT-Blackjack,32561,4739157,145.547034796229,22.2639968059949
T2T16,DNA,hAT-Charlie,508463,92241579,181.412568859484,23.0532620859335
T2T16,DNA,hAT-Tag1,4009,882855,220.218258917436,25.9194562234971
T2T16,DNA,hAT-Tip100,126419,24322250,192.393943948299,25.2836005663706
T2T16,DNA,hAT-hAT19,33,3079,93.3030303030303,22.0515151515152
T2T16,LINE,CR1,121535,21288408,175.162776155017,30.0162027399515
T2T16,LINE,Dong-R4,955,206997,216.750785340314,28.6880628272251
T2T16,LINE,I-Jockey,242,29088,120.198347107438,26.7615702479339
T2T16,LINE,L1,1907493,1022552691,536.071530013478,19.4077088618412
T2T16,LINE,L1-Tx1,347,94697,272.902017291066,28.0253602305476
T2T16,LINE,L2,973885,205192701,210.695000949804,29.5128595265355
T2T16,LINE,RTE-BovB,10741,1690462,157.384042454148,30.983241783819
T2T16,LINE,RTE-X,25491,5825433,228.529010238908,28.4262406339492
T2T16,LTR,DIRS,13092,897252,68.5343721356554,24.4906660556065
T2T16,LTR,ERV1,355814,167076402,469.56106842339,15.7325526820193
T2T16,LTR,ERVK,20801,17436366,838.246526609298,8.58978414499303
T2T16,LTR,ERVL,321476,116631372,362.799624233224,23.1525084298672
T2T16,LTR,ERVL-MaLR,683906,219690029,321.228398347141,20.2758778253152
T2T16,LTR,Gypsy,41230,8690006,210.769003153044,27.8864637399952
T2T16,LTR,Unknown,27855,5827456,209.206821037516,27.0973864656256
T2T16,Low_complexity,Unknown,208517,14789897,70.9289746159786,19.4427240944383
T2T16,PLE,Unknown,1410,125691,89.1425531914894,23.6887943262411
T2T16,RC,Helitron,4166,865389,207.726596255401,27.0142822851656
T2T16,Retroposon,SVA,85735,17703864,206.495176998892,23.6829917769872
T2T16,SINE,5S-Deu-L2,3909,424175,108.512407265285,27.5157585060118
T2T16,SINE,Alu,2401641,623800806,259.739405681365,12.9993091390428
T2T16,SINE,MIR,1132479,160856671,142.039429428713,28.2654037734916
T2T16,SINE,tRNA,3137,394996,125.915205610456,29.4758049091489
T2T16,SINE,tRNA-Deu,851,91951,108.050528789659,27.7579318448884
T2T16,SINE,tRNA-Deu-L2,13,732,56.3076923076923,20.8538461538462
T2T16,SINE,tRNA-RTE,8370,1073903,128.303823178017,31.0325448028674
T2T16,Satellite,Unknown,52220,94400645,1807.74885101494,14.7687476062811
T2T16,Satellite,acro,1363,1361026,998.551724137931,16.2325018341893
T2T16,Satellite,centr,4987,179214946,35936.4239021456,16.4295969520754
T2T16,Satellite,subtelo,356,269462,756.915730337079,10.6148876404494
T2T16,Simple_repeat,Unknown,1401974,117403186,83.7413432774074,10.7705784130091
T2T16,Unknown,Unknown,83209,13782099,165.632311408622,17.9392842120444
T2T16,rRNA,Unknown,6259,4700136,750.940405815625,9.79821057676945
T2T16,scRNA,Unknown,3625,369883,102.036689655172,10.8055172413793
T2T16,snRNA,Unknown,9976,903731,90.5905172413793,13.2317963111468
T2T16,srpRNA,Unknown,4437,597730,134.714897453234,16.5388100067613
T2T16,tRNA,Unknown,3824,226519,59.236140167364,10.6674947698745
T2T17,DNA,Crypton,565,83376,147.56814159292,25.5269026548673
T2T17,DNA,Crypton-A,266,38670,145.375939849624,26.6281954887218
T2T17,DNA,Kolobok,721,118179,163.909847434119,25.0185852981969
T2T17,DNA,MULE-MuDR,5869,1942373,330.954677117056,18.0746123700801
T2T17,DNA,Merlin,441,76080,172.517006802721,21.4678004535147
T2T17,DNA,PIF-Harbinger,716,125092,174.709497206704,26.5828212290503
T2T17,DNA,PiggyBac,4746,1045654,220.323219553308,12.9988621997472
T2T17,DNA,TcMar,305,57794,189.488524590164,26.7593442622951
T2T17,DNA,TcMar-Mariner,32037,5629247,175.710803133876,15.1403627056216
T2T17,DNA,TcMar-Pogo,59,7304,123.796610169492,24.6949152542373
T2T17,DNA,TcMar-Tc1,1508,256914,170.367374005305,21.8958222811671
T2T17,DNA,TcMar-Tc2,15558,3227129,207.42569739041,24.2006684663839
T2T17,DNA,TcMar-Tigger,242434,73076364,301.427869028272,20.1930257307143
T2T17,DNA,Unknown,15139,2155931,142.409075896691,25.7095845168109
T2T17,DNA,hAT,5353,978720,182.835793013264,26.0457500467028
T2T17,DNA,hAT-Ac,7906,1266736,160.224639514293,25.7854161396408
T2T17,DNA,hAT-Blackjack,31776,4643321,146.126667925478,22.2844882930514
T2T17,DNA,hAT-Charlie,494833,89823315,181.522483342865,23.0702301584575
T2T17,DNA,hAT-Tag1,3930,867239,220.671501272265,25.9539440203562
T2T17,DNA,hAT-Tip100,123723,24145562,195.158232503253,25.2928994608925
T2T17,DNA,hAT-hAT19,31,2856,92.1290322580645,21.7516129032258
T2T17,LINE,CR1,118153,20690188,175.11352229736,30.0215838785304
T2T17,LINE,Dong-R4,922,199435,216.30694143167,28.7043383947939
T2T17,LINE,I-Jockey,233,28220,121.115879828326,26.8587982832618
T2T17,LINE,L1,1840588,979829304,532.345806883452,19.4706528022567
T2T17,LINE,L1-Tx1,341,93113,273.058651026393,28.0695014662757
T2T17,LINE,L2,948835,199645237,210.410911275406,29.5141699030917
T2T17,LINE,RTE-BovB,10435,1644220,157.567800670819,31.0238045040728
T2T17,LINE,RTE-X,24909,5691385,228.487093018588,28.4351318800434
T2T17,LTR,DIRS,13435,922563,68.6686267212505,24.9032824711574
T2T17,LTR,ERV1,349460,163716963,468.485557717621,15.8350377725634
T2T17,LTR,ERVK,20665,17315062,837.893152673603,8.72052746189209
T2T17,LTR,ERVL,312374,113058389,361.932776095322,23.1788785238208
T2T17,LTR,ERVL-MaLR,665760,213177069,320.201076964672,20.3152030761836
T2T17,LTR,Gypsy,40165,8448972,210.356579111166,27.8846657537657
T2T17,LTR,Unknown,27188,5687622,209.196042371635,27.0949279093718
T2T17,Low_complexity,Unknown,210350,16609578,78.9616258616592,19.4959667221298
T2T17,PLE,Unknown,1378,124146,90.0914368650218,23.7140783744557
T2T17,RC,Helitron,4074,848608,208.298478154148,27.053264604811
T2T17,Retroposon,SVA,84388,17359458,205.710029862066,23.7197409584301
T2T17,SINE,5S-Deu-L2,3817,413715,108.387477076238,27.5455069426251
T2T17,SINE,Alu,2371099,614308869,259.081914757671,13.0539475998261
T2T17,SINE,MIR,1105611,156965037,141.971305459153,28.2768067611484
T2T17,SINE,tRNA,3046,383905,126.035784635588,29.5192055154301
T2T17,SINE,tRNA-Deu,830,90116,108.573493975904,27.8593975903614
T2T17,SINE,tRNA-Deu-L2,13,734,56.4615384615385,22.4846153846154
T2T17,SINE,tRNA-RTE,8010,1030537,128.656304619226,31.0773283395755
T2T17,Satellite,Unknown,82975,121119590,1459.71184091594,14.3979511901175
T2T17,Satellite,acro,1359,1296341,953.893303899926,16.3704194260486
T2T17,Satellite,centr,5176,177205014,34235.8991499227,17.5299265842349
T2T17,Satellite,subtelo,352,270883,769.553977272727,11.1744318181818
T2T17,Simple_repeat,Unknown,1434445,139235577,97.0658177901557,10.7167570732932
T2T17,Unknown,Unknown,87903,14044652,159.77443318203,16.6976519572711
T2T17,rRNA,Unknown,7805,8330200,1067.29019859065,8.31203074951954
T2T17,scRNA,Unknown,3513,357855,101.865926558497,10.889097637347
T2T17,snRNA,Unknown,9705,882014,90.8824317362185,13.2028748068006
T2T17,srpRNA,Unknown,4348,585039,134.553587856486,16.5258739650414
T2T17,tRNA,Unknown,3890,224301,57.6609254498715,10.7882005141388
T2T18,DNA,Crypton,566,83338,147.240282685512,25.5010600706714
T2T18,DNA,Crypton-A,265,38853,146.615094339623,26.8283018867925
T2T18,DNA,Kolobok,714,118195,165.539215686275,24.9928571428571
T2T18,DNA,MULE-MuDR,5888,1931925,328.112262228261,18.1111922554348
T2T18,DNA,Merlin,437,75653,173.118993135011,21.450114416476
T2T18,DNA,PIF-Harbinger,729,128075,175.685871056241,26.5798353909465
T2T18,DNA,PiggyBac,4760,1049714,220.528151260504,13.011974789916
T2T18,DNA,TcMar,298,56724,190.348993288591,26.6973154362416
T2T18,DNA,TcMar-Mariner,32048,5640093,175.988922865701,15.1410790064903
T2T18,DNA,TcMar-Pogo,61,7473,122.508196721311,24.7508196721311
T2T18,DNA,TcMar-Tc1,1506,257228,170.802124833997,21.9263612217795
T2T18,DNA,TcMar-Tc2,15604,3232947,207.187067418611,24.189483465778
T2T18,DNA,TcMar-Tigger,242354,73020234,301.295765698111,20.1977656651015
T2T18,DNA,Unknown,15108,2150724,142.356632247816,25.7265356102727
T2T18,DNA,hAT,5371,979795,182.423198659468,26.0596723142804
T2T18,DNA,hAT-Ac,7972,1273035,159.688283993979,25.8602860010035
T2T18,DNA,hAT-Blackjack,31754,4645973,146.311425332242,22.2947061787491
T2T18,DNA,hAT-Charlie,495023,89829439,181.465182425867,23.068671758686
T2T18,DNA,hAT-Tag1,3912,866640,221.533742331288,25.9672290388548
T2T18,DNA,hAT-Tip100,123779,24240765,195.839076095299,25.2925068064858
T2T18,DNA,hAT-hAT19,32,2970,92.8125,22.04375
T2T18,LINE,CR1,118371,20693156,174.816095158443,30.0185222731919
T2T18,LINE,Dong-R4,923,198974,215.573131094258,28.709534127844
T2T18,LINE,I-Jockey,234,28205,120.534188034188,26.9811965811966
T2T18,LINE,L1,1839837,978547078,531.866180536645,19.4724498963767
T2T18,LINE,L1-Tx1,338,92735,274.363905325444,28.1997041420118
T2T18,LINE,L2,948995,199690345,210.422968508791,29.5128029125549
T2T18,LINE,RTE-BovB,10401,1639728,157.650995096625,31.0209979809634
T2T18,LINE,RTE-X,24889,5701031,229.058258668488,28.4585800956246
T2T18,LTR,DIRS,13501,927357,68.6880231093993,24.9558477149841
T2T18,LTR,ERV1,350606,163829672,467.275722606002,15.8557503294296
T2T18,LTR,ERVK,20726,17339599,836.610971726334,8.70408182958603
T2T18,LTR,ERVL,312281,112959447,361.723726387452,23.1765506066652
T2T18,LTR,ERVL-MaLR,665388,213078750,320.23233061011,20.3134405790306
T2T18,LTR,Gypsy,40185,8464061,210.627373398034,27.8939031977106
T2T18,LTR,Unknown,27169,5688465,209.3733667047,27.1011483676249
T2T18,Low_complexity,Unknown,213201,17430697,81.7571071430246,19.5052814011191
T2T18,PLE,Unknown,1386,123900,89.3939393939394,23.70670995671
T2T18,RC,Helitron,4079,851532,208.759990193675,27.0599166462368
T2T18,Retroposon,SVA,84365,17285853,204.893652581047,23.7301677235821
T2T18,SINE,5S-Deu-L2,3818,415363,108.790728129911,27.5371660555265
T2T18,SINE,Alu,2375631,615476033,259.078970176766,13.0609812719231
T2T18,SINE,MIR,1106033,157034519,141.979958102516,28.2770123495411
T2T18,SINE,tRNA,3043,383760,126.112389089714,29.5137693066053
T2T18,SINE,tRNA-Deu,830,89952,108.375903614458,27.8151807228916
T2T18,SINE,tRNA-Deu-L2,13,734,56.4615384615385,22.4846153846154
T2T18,SINE,tRNA-RTE,8000,1030532,128.8165,31.0607875
T2T18,Satellite,Unknown,81315,139383296,1714.11542765787,14.5651503412654
T2T18,Satellite,acro,1595,1508615,945.840125391849,16.4551724137931
T2T18,Satellite,centr,4947,171064583,34579.458863958,17.779381443299
T2T18,Satellite,subtelo,338,266214,787.615384615385,11.598224852071
T2T18,Simple_repeat,Unknown,1434757,141762484,98.8059190511007,10.7748788819291
T2T18,Unknown,Unknown,82307,13580640,164.999817755476,17.6395008929982
T2T18,rRNA,Unknown,8429,9142595,1084.65950883853,7.94548582275478
T2T18,scRNA,Unknown,3514,358053,101.89328400683,10.9197211155378
T2T18,snRNA,Unknown,9668,876993,90.7109019445594,13.2612639635912
T2T18,srpRNA,Unknown,4320,583621,135.097453703704,16.508587962963
T2T18,tRNA,Unknown,3643,215038,59.0277244029646,10.711776008784
T2T19,DNA,Crypton,571,83338,145.950963222417,25.4758318739054
T2T19,DNA,Crypton-A,262,38624,147.419847328244,26.8896946564886
T2T19,DNA,Kolobok,718,118419,164.928969359331,24.9774373259053
T2T19,DNA,MULE-MuDR,5883,1941220,329.97110317865,18.1019207887132
T2T19,DNA,Merlin,443,75775,171.049661399549,21.2155756207675
T2T19,DNA,PIF-Harbinger,720,126606,175.841666666667,26.6568055555556
T2T19,DNA,PiggyBac,4765,1058863,222.216789087093,13.0226232948583
T2T19,DNA,TcMar,305,58500,191.803278688525,26.8075409836066
T2T19,DNA,TcMar-Mariner,32012,5625037,175.716512557791,15.1282394102212
T2T19,DNA,TcMar-Pogo,61,7220,118.360655737705,24.2590163934426
T2T19,DNA,TcMar-Tc1,1514,256233,169.242404227213,21.9280052840159
T2T19,DNA,TcMar-Tc2,15538,3223127,207.435126785944,24.1986098596988
T2T19,DNA,TcMar-Tigger,242190,73015027,301.478289772493,20.1910380279946
T2T19,DNA,Unknown,15198,2165664,142.496644295302,25.7228714304514
T2T19,DNA,hAT,5380,982016,182.530855018587,26.0641449814126
T2T19,DNA,hAT-Ac,7849,1263752,161.008026500191,25.7985858071092
T2T19,DNA,hAT-Blackjack,31715,4641365,146.346050764622,22.2971338483367
T2T19,DNA,hAT-Charlie,495153,89858838,181.476913196527,23.0676760516446
T2T19,DNA,hAT-Tag1,3875,855990,220.90064516129,25.9135225806452
T2T19,DNA,hAT-Tip100,123615,24131642,195.216130728471,25.2898426566355
T2T19,DNA,hAT-hAT19,32,2963,92.59375,22.021875
T2T19,LINE,CR1,118412,20694718,174.768756544945,30.0217790426646
T2T19,LINE,Dong-R4,922,199394,216.262472885033,28.6924078091106
T2T19,LINE,I-Jockey,234,28359,121.192307692308,26.8440170940171
T2T19,LINE,L1,1840936,980007965,532.342224281561,19.4695888939105
T2T19,LINE,L1-Tx1,334,92046,275.586826347305,28.1167664670659
T2T19,LINE,L2,949036,199747793,210.474410875878,29.5144569858256
T2T19,LINE,RTE-BovB,10432,1645209,157.707917944785,31.0358895705521
T2T19,LINE,RTE-X,24845,5687360,228.913664721272,28.4384262427048
T2T19,LTR,DIRS,13372,916856,68.5653604546814,24.8400987137302
T2T19,LTR,ERV1,350041,163860667,468.11849754743,15.8465614028071
T2T19,LTR,ERVK,20587,17208512,835.892164958469,8.70116578423277
T2T19,LTR,ERVL,312461,113098845,361.961476792304,23.1794473550299
T2T19,LTR,ERVL-MaLR,665384,213096299,320.260629952028,20.3116804732305
T2T19,LTR,Gypsy,40186,8457588,210.461056089185,27.8723162295327
T2T19,LTR,Unknown,27181,5693196,209.454986939406,27.1051285824657
T2T19,Low_complexity,Unknown,209301,16397198,78.34266439243,19.459312186755
T2T19,PLE,Unknown,1372,123194,89.7915451895044,23.6378279883382
T2T19,RC,Helitron,4082,851318,208.554140127389,27.0868936795688
T2T19,Retroposon,SVA,84181,17324166,205.796628692935,23.7166664686806
T2T19,SINE,5S-Deu-L2,3824,414073,108.282688284519,27.5357740585774
T2T19,SINE,Alu,2369034,614096832,259.218243385279,13.0558550869257
T2T19,SINE,MIR,1105743,157004304,141.989869255333,28.2770718874096
T2T19,SINE,tRNA,3043,384259,126.276372001314,29.5447255997371
T2T19,SINE,tRNA-Deu,817,89344,109.356181150551,27.9492044063647
T2T19,SINE,tRNA-Deu-L2,15,845,56.3333333333333,22.0066666666667
T2T19,SINE,tRNA-RTE,8034,1033008,128.579536967886,31.035499128703
T2T19,Satellite,Unknown,80274,120242963,1497.90670702843,14.5330057054588
T2T19,Satellite,acro,1322,1316093,995.531770045386,16.2147503782148
T2T19,Satellite,centr,5182,181245417,34975.9585102277,17.7782709378618
T2T19,Satellite,subtelo,350,269550,770.142857142857,11.1528571428571
T2T19,Simple_repeat,Unknown,1430295,142411912,99.5682093554126,10.7605250665073
T2T19,Unknown,Unknown,80634,13008987,161.333767393407,17.9891187340328
T2T19,rRNA,Unknown,7657,8216409,1073.05850855426,8.5258325715032
T2T19,scRNA,Unknown,3504,356591,101.766837899543,10.8842180365297
T2T19,snRNA,Unknown,9705,879839,90.6583204533745,13.263379701185
T2T19,srpRNA,Unknown,4298,584266,135.939041414611,16.5087947882736
T2T19,tRNA,Unknown,4224,237842,56.3072916666667,10.66484375
